product,title,rev_date,post_date,pdf_url
Publication 1854,How to Prepare a Collection Information Statement (Form 433-A),Apr 2025,04/29/2025,https://www.irs.gov/pub/irs-pdf/p1854.pdf
Publication 1915,Understanding Your IRS Individual Taxpayer Identification Number ITIN,Dec 2025,01/27/2026,https://www.irs.gov/pub/irs-pdf/p1915.pdf
Publication 1976,Do you Qualify for Relief under Section 530?,Dec 2025,12/19/2025,https://www.irs.gov/pub/irs-pdf/p1976.pdf
Form 2032,Contract Coverage Under Title II of the Social Security Act,Nov 2024,11/19/2024,https://www.irs.gov/pub/irs-pdf/f2032.pdf
Publication 2043,IRS Refund Information Guidelines for the Tax Preparation Community,Jan 2021,02/19/2021,https://www.irs.gov/pub/irs-pdf/p2043.pdf
Form 2063,U.S. Departing Alien Income Tax Statement,Sep 2024,09/16/2024,https://www.irs.gov/pub/irs-pdf/f2063.pdf
Publication 2104,National Taxpayer Advocate Annual Report to Congress,Dec 2025,02/13/2026,https://www.irs.gov/pub/irs-pdf/p2104.pdf
Publication 2104-B,National Taxpayer Advocate Annual Report to Congress: Research Reports,Jan 2024,02/01/2024,https://www.irs.gov/pub/irs-pdf/p2104b.pdf
Publication 2104-C,National Taxpayer Advocate Annual Report to Congress (Executive Summary),Dec 2025,02/13/2026,https://www.irs.gov/pub/irs-pdf/p2104c.pdf
Publication 2105,Why do I have to Pay Taxes?,May 2023,05/18/2023,https://www.irs.gov/pub/irs-pdf/p2105.pdf
Form 2106,Employee Business Expenses,2025,11/21/2025,https://www.irs.gov/pub/irs-pdf/f2106.pdf
Instruction 2106,"Instructions for Form 2106, Employee Business Expenses",2025,11/21/2025,https://www.irs.gov/pub/irs-pdf/i2106.pdf
Publication 2108,Federal Agency TIN Matching Program,Nov 2024,12/05/2024,https://www.irs.gov/pub/irs-pdf/p2108.pdf
Form 2120,Multiple Support Declaration,Dec 2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/f2120.pdf
Form 2159,Payroll Deduction Agreement,Jul 2024,07/01/2024,https://www.irs.gov/pub/irs-pdf/f2159.pdf
Form 2210,"Underpayment of Estimated Tax by Individuals, Estates and Trusts",2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/f2210.pdf
Instruction 2210,"Instructions for Form 2210, Underpayment of Estimated Tax by Individuals, Estates, and Trusts",2025,02/26/2026,https://www.irs.gov/pub/irs-pdf/i2210.pdf
Form 2210-F,Underpayment of Estimated Tax by Farmers and Fishers,2025,01/14/2026,https://www.irs.gov/pub/irs-pdf/f2210f.pdf
Instruction 2210-F,"Instructions for Form 2210-F, Underpayment of Estimated Tax by Farmers and Fishers",2025,02/19/2026,https://www.irs.gov/pub/irs-pdf/i2210f.pdf
Form 2220,Underpayment of Estimated Tax by Corporations,2025,12/11/2025,https://www.irs.gov/pub/irs-pdf/f2220.pdf
Instruction 2220,"Instructions for Form 2220, Underpayment of Estimated Tax by Corporations",2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/i2220.pdf
Form 2290,Heavy Highway Vehicle Use Tax Return,Jul 2025,06/16/2025,https://www.irs.gov/pub/irs-pdf/f2290.pdf
Instruction 2290,"Instructions for Form 2290, Heavy Highway Vehicle Use Tax Return",Jul 2025,06/16/2025,https://www.irs.gov/pub/irs-pdf/i2290.pdf
Form 2350,Application for Extension of Time to File U.S. Income Tax Return,2025,11/28/2025,https://www.irs.gov/pub/irs-pdf/f2350.pdf
Form 2438,Undistributed Capital Gains Tax Return,Dec 2020,11/30/2020,https://www.irs.gov/pub/irs-pdf/f2438.pdf
Form 2439,Notice to Shareholder of Undistributed Long-Term Capital Gains,Nov 2021,11/29/2021,https://www.irs.gov/pub/irs-pdf/f2439.pdf
Form 2441,Child and Dependent Care Expenses,2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/f2441.pdf
Instruction 2441,"Instructions for Form 2441, Child and Dependent Care Expenses",2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/i2441.pdf
Form 2553,Election by a Small Business Corporation,Dec 2017,01/13/2025,https://www.irs.gov/pub/irs-pdf/f2553.pdf
Instruction 2553,"Instructions for Form 2553, Election by a Small Business Corporation",Dec 2020,12/08/2020,https://www.irs.gov/pub/irs-pdf/i2553.pdf
Form 2555,Foreign Earned Income,2025,10/31/2025,https://www.irs.gov/pub/irs-pdf/f2555.pdf
Instruction 2555,"Instructions for Form 2555, Foreign Earned Income",2025,10/31/2025,https://www.irs.gov/pub/irs-pdf/i2555.pdf
Form 2587,Application for Special Enrollment Examination,Mar 2024,02/29/2024,https://www.irs.gov/pub/irs-pdf/f2587.pdf
Form 2624,Consent for Third Party Contact,Nov 2017,11/09/2017,https://www.irs.gov/pub/irs-pdf/f2624.pdf
Form 2678,Employer/Payer Appointment of Agent,Dec 2024,12/17/2024,https://www.irs.gov/pub/irs-pdf/f2678.pdf
Instruction 2678,"Instructions for Form 2678, Employer/Payer Appointment of Agent",Dec 2024,12/18/2024,https://www.irs.gov/pub/irs-pdf/i2678.pdf
Form 2848,Power of Attorney and Declaration of Representative,Jan 2021,01/23/2021,https://www.irs.gov/pub/irs-pdf/f2848.pdf
Instruction 2848,"Instructions for Form 2848, Power of Attorney and Declaration of Representative",Sep 2021,09/02/2021,https://www.irs.gov/pub/irs-pdf/i2848.pdf
Publication 3066,Have you Had your Check up this year for Retirement Plans?,Dec 2017,01/18/2018,https://www.irs.gov/pub/irs-pdf/p3066.pdf
Publication 3067,IRS Disaster Assistance - Federally Declared Disaster Area,Feb 2026,02/19/2026,https://www.irs.gov/pub/irs-pdf/p3067.pdf
Publication 3079,Tax-Exempt Organizations and Gaming,Oct 2018,05/30/2019,https://www.irs.gov/pub/irs-pdf/p3079.pdf
Publication 3112,IRS E-File Application & Participation,Nov 2025,12/16/2025,https://www.irs.gov/pub/irs-pdf/p3112.pdf
Publication 3114,Compliance Checks,Apr 2011,07/17/2012,https://www.irs.gov/pub/irs-pdf/p3114.pdf
Form 3115,Application for Change in Accounting Method,Dec 2022,02/07/2023,https://www.irs.gov/pub/irs-pdf/f3115.pdf
Instruction 3115,"Instructions for Form 3115, Application for Change in Accounting Method",Dec 2022,02/09/2023,https://www.irs.gov/pub/irs-pdf/i3115.pdf
Publication 3125,An Important Message For Taxpayers With IRAs - The IRS Does Not Approve IRA Investments,Sep 2017,09/25/2017,https://www.irs.gov/pub/irs-pdf/p3125.pdf
Publication 3144,Tips on Tips - A Guide to Tip Income Reporting for Employers in Businesses Where Tip Income is Customary,Nov 2021,01/05/2022,https://www.irs.gov/pub/irs-pdf/p3144.pdf
Publication 3148,Tips on Tips - A Guide to Tip Income Reporting for Employees Who Receive Tip Income,Dec 2021,03/10/2022,https://www.irs.gov/pub/irs-pdf/p3148.pdf
Publication 3151,The ABCs of FTDs: Quick Reference Guide for Understanding Federal Tax Deposits,Nov 2018,05/11/2020,https://www.irs.gov/pub/irs-pdf/p3151.pdf
Publication 3151-A,The ABCs of FTDs: Resource Guide for Understanding Federal Tax Deposits,Sep 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/p3151a.pdf
Publication 3202,Seized Computer Evidence Recovery  Specialist (SCERS) Training Program for  Foreign Tax Enforcement Officals,Jun 2000,07/17/2012,https://www.irs.gov/pub/irs-pdf/p3202.pdf
Publication 3319,Low Income Taxpayer Clinics (LITC) Grant Application Package and Guidelines,May 2025,05/16/2025,https://www.irs.gov/pub/irs-pdf/p3319.pdf
Publication 3366-A,IRS Tax Forms - Photocopies Available Here,Dec 2010,07/17/2012,https://www.irs.gov/pub/irs-pdf/p3366a.pdf
Publication 3373,"Disclosure of Information to Federal, State, and Local Agencies (DIFSLA) Handbook",Apr 2026,04/08/2026,https://www.irs.gov/pub/irs-pdf/p3373.pdf
Publication 3386,Tax Guide for Veterans' Organizations,Apr 2018,05/01/2018,https://www.irs.gov/pub/irs-pdf/p3386.pdf
Publication 3402,Taxation of Limited Liability Companies,Mar 2020,03/24/2020,https://www.irs.gov/pub/irs-pdf/p3402.pdf
Publication 3415,Electronic Tax Administration (ETA) Advisory Committee Annual Report to Congress,Jun 2025,06/24/2025,https://www.irs.gov/pub/irs-pdf/p3415.pdf
Form 3468,Investment Credit,2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/f3468.pdf
Instruction 3468,"Instructions for Form 3468, Investment Credit",2025,03/30/2026,https://www.irs.gov/pub/irs-pdf/i3468.pdf
Form 3491,Consumer Cooperative Exemption Application,Oct 2023,09/19/2024,https://www.irs.gov/pub/irs-pdf/f3491.pdf
Publication 3498,The Examination Process,May 2025,05/16/2025,https://www.irs.gov/pub/irs-pdf/p3498.pdf
Publication 3498-A,The Examination Process (Audits by Mail),May 2021,05/26/2021,https://www.irs.gov/pub/irs-pdf/p3498a.pdf
Form 3520,Annual Return To Report Transactions With Foreign Trusts and Receipt of Certain Foreign Gifts,Dec 2023,01/16/2024,https://www.irs.gov/pub/irs-pdf/f3520.pdf
Instruction 3520,"Instructions for Form 3520, Annual Return to Report Transactions With Foreign Trusts and Receipt of Certain Foreign Gifts",Dec 2025,11/24/2025,https://www.irs.gov/pub/irs-pdf/i3520.pdf
Form 3520-A,Annual Information Return of Foreign Trust With a U.S. Owner,Dec 2023,09/19/2024,https://www.irs.gov/pub/irs-pdf/f3520a.pdf
Instruction 3520-A,"Instructions for Form 3520-A, Annual Information Return of Foreign Trust With a U.S. Owner",Dec 2025,11/24/2025,https://www.irs.gov/pub/irs-pdf/i3520a.pdf
Publication 3524,ELIGIBILITY QUESTIONNAIRE FOR TAX YEAR 2025,Dec 2025,02/20/2026,https://www.irs.gov/pub/irs-pdf/p3524.pdf
Publication 3536,Motor Fuel Excise Tax EDI Guide,Jul 2024,07/24/2024,https://www.irs.gov/pub/irs-pdf/p3536.pdf
Publication 3561,Organizational Performance Management And  The IRS Balanced Measurement System,Jan 2000,07/17/2012,https://www.irs.gov/pub/irs-pdf/p3561.pdf
Publication 3583,Internal Revenue Service - Criminal Investigation Annual Report 2025,Mar 2026,03/19/2026,https://www.irs.gov/pub/irs-pdf/p3583.pdf
Publication 3598,What You Should Know About The Audit Reconsideration Process,Nov 2023,10/07/2025,https://www.irs.gov/pub/irs-pdf/p3598.pdf
Publication 3605,Fast Track Mediation-A Process for Prompt Resolution of Tax Issues,Mar 2022,08/16/2023,https://www.irs.gov/pub/irs-pdf/p3605.pdf
Publication 3744,Inflation Reduction Act Strategic Operating Plan,Apr 2023,04/25/2023,https://www.irs.gov/pub/irs-pdf/p3744.pdf
Publication 3744-A,IRS Strategic Operating Plan Annual Update Supplement,Apr 2024,06/17/2024,https://www.irs.gov/pub/irs-pdf/p3744a.pdf
Publication 3744-B,IRS Strategic Operating Plan Annual Update,Apr 2024,05/02/2024,https://www.irs.gov/pub/irs-pdf/p3744b.pdf
Publication 3753,Want to improve the IRS? Speak Up!,Jun 2025,07/08/2025,https://www.irs.gov/pub/irs-pdf/p3753.pdf
Form 3800,General Business Credit,2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f3800.pdf
Instruction 3800,"Instructions for Form 3800 and Schedule A, General Business Credit",2025,01/16/2026,https://www.irs.gov/pub/irs-pdf/i3800.pdf
Form 3800 (Schedule A),Transfer Election Statement,Dec 2025,01/12/2026,https://www.irs.gov/pub/irs-pdf/f3800a.pdf
Publication 3833,Disaster Relief (Be Part of the Program),Dec 2014,12/15/2014,https://www.irs.gov/pub/irs-pdf/p3833.pdf
Publication 3857,If You Suspect False Information,Jun 2007,07/17/2012,https://www.irs.gov/pub/irs-pdf/p3857.pdf
Publication 3865,Tax Information for Survivors of Domestic Abuse,Nov 2022,12/14/2022,https://www.irs.gov/pub/irs-pdf/p3865.pdf
Form 3881,ACH Vendor Miscellaneous Payment Enrollment,Apr 2016,10/26/2016,https://www.irs.gov/pub/irs-pdf/f3881.pdf
Form 3881-A,ACH Vendor/Miscellaneous Payment Enrollment - HCTC,May 2017,09/16/2017,https://www.irs.gov/pub/irs-pdf/f3881a.pdf
Publication 3891,Lockbox Addresses,Jul 2025,08/21/2025,https://www.irs.gov/pub/irs-pdf/p3891.pdf
Form 3903,Moving Expenses,2025,11/12/2025,https://www.irs.gov/pub/irs-pdf/f3903.pdf
Instruction 3903,"Instructions for Form 3903, Moving Expenses",2025,11/21/2025,https://www.irs.gov/pub/irs-pdf/i3903.pdf
Publication 3908,Gaming Tax Law and Bank Secrecy Act Issues for Indian Tribal Governments,Sep 2019,11/05/2019,https://www.irs.gov/pub/irs-pdf/p3908.pdf
Form 3911,Taxpayer Statement Regarding Refund,Oct 2022,11/03/2022,https://www.irs.gov/pub/irs-pdf/f3911.pdf
Publication 3920,Tax Relief for Victims of Terrorist Acts,Sep 2014,09/09/2014,https://www.irs.gov/pub/irs-pdf/p3920.pdf
Form 3921,Exercise of an Incentive Stock Option Under Section 422(b),Apr 2025,02/10/2026,https://www.irs.gov/pub/irs-pdf/f3921.pdf
Instruction 3921 and 3922,"Instructions for Forms 3921 and 3922, Exercise of an Incentive Stock Option Under Section 422(b) and Transfer of Stock Acquired Through an Employee Stock Purchase Plan Under Section 423(c)",Apr 2025,03/24/2025,https://www.irs.gov/pub/irs-pdf/i3921.pdf
Form 3922,Transfer of Stock Acquired Through An Employee Stock Purchase Plan Under Section 423(c),Apr 2025,03/19/2025,https://www.irs.gov/pub/irs-pdf/f3922.pdf
Form 3949-A,Information Referral,Oct 2020,10/13/2020,https://www.irs.gov/pub/irs-pdf/f3949a.pdf
Publication 3953,Questions and Answers About Tax Court Proceedings for Determination of Employment Status Under I.R.C. 7436,Oct 2017,04/18/2018,https://www.irs.gov/pub/irs-pdf/p3953.pdf
Publication 3966,Living and Working with Disabilities,May 2021,05/19/2021,https://www.irs.gov/pub/irs-pdf/p3966.pdf
Publication 3995,Recognizing Illegal Tax Avoidance Schemes,Sep 2024,10/02/2024,https://www.irs.gov/pub/irs-pdf/p3995.pdf
Publication 3998,Choosing a Retirement Solution for Your Small Business,Nov 2020,02/25/2021,https://www.irs.gov/pub/irs-pdf/p3998.pdf
Publication 4003,QuickAlerts Messaging System,Nov 2014,11/20/2014,https://www.irs.gov/pub/irs-pdf/p4003.pdf
Publication 4011,VITA/TCE Foreign Student and Scholar Volunteer Resource Guide,Oct 2025,10/06/2025,https://www.irs.gov/pub/irs-pdf/p4011.pdf
Publication 4012,VITA/TCE Volunteer Resource Guide,Oct 2025,12/04/2025,https://www.irs.gov/pub/irs-pdf/p4012.pdf
Publication 4012-A,VITA/TCE Volunteer Resource Guide With Updates,Feb 2026,02/19/2026,https://www.irs.gov/pub/irs-pdf/p4012a.pdf
Publication 4019,"Third Party Authorization, Levels of Authority",Apr 2014,04/17/2014,https://www.irs.gov/pub/irs-pdf/p4019.pdf
Form 4029,Application for Exemption From Social Security and Medicare Taxes and Waiver of Benefits,Nov 2018,11/09/2018,https://www.irs.gov/pub/irs-pdf/f4029.pdf
Publication 4038,Business Tax Return Processing Migration Map / Individual Tax Return Processing Migration Map,Dec 2022,12/05/2022,https://www.irs.gov/pub/irs-pdf/p4038.pdf
Publication 4054,National Taxpayer Advocate Objectives Report to Congress,Jun 2025,06/25/2025,https://www.irs.gov/pub/irs-pdf/p4054.pdf
Publication 4054-C,National Taxpayer Advocate's Objectives Report to Congress Volume 2,Jun 2019,08/20/2019,https://www.irs.gov/pub/irs-pdf/p4054c.pdf
Publication 4054-D,National Taxpayer Advocate's Special Report to Congress Volume 3 (Earned Income Tax Credit),Jun 2019,08/20/2019,https://www.irs.gov/pub/irs-pdf/p4054d.pdf
Publication 4077,Tax Exempt 501(C)(3) Bonds Compliance Guide,Sep 2019,09/11/2019,https://www.irs.gov/pub/irs-pdf/p4077.pdf
Publication 4078,Tax-Exempt Private Activity Bonds,Jan 2026,01/26/2026,https://www.irs.gov/pub/irs-pdf/p4078.pdf
Publication 4079,Tax-Exempt Governmental Bonds,Sep 2019,09/11/2019,https://www.irs.gov/pub/irs-pdf/p4079.pdf
Publication 4118,Lots of Benefits when you set up or participate in an employee retirement plan,May 2021,08/12/2021,https://www.irs.gov/pub/irs-pdf/p4118.pdf
Publication 4128,Tax Impact of Job Loss,May 2020,05/20/2020,https://www.irs.gov/pub/irs-pdf/p4128.pdf
Publication 4134,Low Income Taxpayer Clinic List,Jan 2026,01/28/2026,https://www.irs.gov/pub/irs-pdf/p4134.pdf
Form 4136,Credit for Federal Tax Paid on Fuels,2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/f4136.pdf
Instruction 4136,"Instructions for Form 4136 and Schedule A, Credit for Federal Tax Paid on Fuels",2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/i4136.pdf
Form 4136 (Schedule A),Business Activity Report for Credit for Federal Tax Paid on Fuels,Dec 2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/f4136sa.pdf
Form 4137,Social Security and Medicare Tax on Unreported Tip Income,2025,12/08/2025,https://www.irs.gov/pub/irs-pdf/f4137.pdf
Publication 4152,Electronic Toolkit for Nonresident Alien VITA/TCE Sites,Sep 2025,09/24/2025,https://www.irs.gov/pub/irs-pdf/p4152.pdf
Publication 4163,Modernized e-File (MeF) Information for Authorized IRS e-File Providers for Business Returns,Dec 2025,12/10/2025,https://www.irs.gov/pub/irs-pdf/p4163.pdf
Publication 4164,Modernized e-File (MeF) Guide for Software Developers and Transmitters,Dec 2025,12/23/2025,https://www.irs.gov/pub/irs-pdf/p4164.pdf
Publication 4167,Introduction to Alternative Dispute Resolution,Apr 2021,04/29/2021,https://www.irs.gov/pub/irs-pdf/p4167.pdf
Publication 4169,EFTPS Tax Professional Guide,Jul 2009,07/17/2012,https://www.irs.gov/pub/irs-pdf/p4169.pdf
Publication 4190,Life Cycle Series: Frequently Asked Questions: Tax Guide for the Retiree,Apr 2025,04/29/2025,https://www.irs.gov/pub/irs-pdf/p4190.pdf
Publication 4215,Political Organization Filing and  Disclosure Search Process User Guide,Aug 2004,07/17/2012,https://www.irs.gov/pub/irs-pdf/p4215.pdf
Publication 4216,Political Organization Filing and  Disclosure Search Process User Guide,Jul 2003,07/17/2012,https://www.irs.gov/pub/irs-pdf/p4216.pdf
Form 4219,"Statement of Liability of Lender, Surety, or Other Person for Withholding Taxes",May 2014,05/29/2014,https://www.irs.gov/pub/irs-pdf/f4219.pdf
Publication 4220,Applying for 501(c)(3) Tax-Exempt Status,Mar 2018,03/28/2018,https://www.irs.gov/pub/irs-pdf/p4220.pdf
Publication 4221-NC,Compliance Guide for Tax Exempt Organizations (other than 501(c)(3) Public Charities and Private Foundations),Sep 2014,09/05/2014,https://www.irs.gov/pub/irs-pdf/p4221nc.pdf
Publication 4221-PC,Compliance Guide For 501(c)(3) Public Charities,Mar 2018,04/16/2018,https://www.irs.gov/pub/irs-pdf/p4221pc.pdf
Publication 4221-PF,Compliance Guide for 501(c)(3) Private Foundations,Aug 2014,08/31/2017,https://www.irs.gov/pub/irs-pdf/p4221pf.pdf
Publication 4222,401(k) Plans for Small Businesses,Nov 2020,02/25/2021,https://www.irs.gov/pub/irs-pdf/p4222.pdf
Publication 4224,Retirement Plans Correction Programs,Oct 2010,07/17/2012,https://www.irs.gov/pub/irs-pdf/p4224.pdf
Publication 4225,Coming Together for Stronger Communities,Sep 2023,10/16/2023,https://www.irs.gov/pub/irs-pdf/p4225.pdf
Publication 4225-A,How Can the IRS Serve Your Cause?,Sep 2023,10/16/2023,https://www.irs.gov/pub/irs-pdf/p4225a.pdf
Publication 4227,Overview of the Appeals Process,Jan 2020,05/12/2020,https://www.irs.gov/pub/irs-pdf/p4227.pdf
Publication 4235,Collection Advisory Offices Contact Information,Jul 2025,07/15/2025,https://www.irs.gov/pub/irs-pdf/p4235.pdf
Publication 4245,Power of Attorney Preparation Guide,Feb 2022,03/01/2022,https://www.irs.gov/pub/irs-pdf/p4245.pdf
Publication 4248,Paying Federal Taxes using EFTPS,Jun 2024,07/05/2024,https://www.irs.gov/pub/irs-pdf/p4248.pdf
Form 4255,"Certain Credit Recapture, Excessive Payments, and Penalties",Dec 2025,01/07/2026,https://www.irs.gov/pub/irs-pdf/f4255.pdf
Instruction 4255,"Instructions for Form 4255, Certain Credit Recapture, Excessive Payments, and Penalties",Dec 2025,01/08/2026,https://www.irs.gov/pub/irs-pdf/i4255.pdf
Publication 4261,Do You Have a Foreign Financial Account?,Jul 2021,07/20/2021,https://www.irs.gov/pub/irs-pdf/p4261.pdf
Publication 4268,Employment Tax For Indian Tribal Governments,Aug 2022,08/31/2022,https://www.irs.gov/pub/irs-pdf/p4268.pdf
